	late-summer	early-summer	winter	halfounder
OJ18_0419a	0	0	0	1
OJ18_0419b	0	0	0	1
OJ18_0243a	0	0	0	1
OJ18_0243b	0	0	0	1
OJ18_0306a	0	0	0	1
OJ18_0306b	0	0	0	1
OJ18_0314a	0	0	0	1
OJ18_0314b	0	0	0	1
OJ18_0322a	0	0	0	1
OJ18_0322b	0	0	0	1
OJ18_0330a	0	0	0	1
OJ18_0330b	0	0	0	1
OJ18_0338a	0	0	0	1
OJ18_0338b	0	0	0	1
OJ18_0346a	0	0	0	1
OJ18_0346b	0	0	0	1
OJ18_0354a	0	0	0	1
OJ18_0354b	0	0	0	1
OJ18_0404a	0	0	0	1
OJ18_0404b	0	0	0	1
OJ18_0412a	0	0	0	1
OJ18_0412b	0	0	0	1
OJ18_0420a	0	0	0	1
OJ18_0420b	0	0	0	1
OJ18_0244a	0	0	0	1
OJ18_0244b	0	0	0	1
OJ18_0307a	0	0	0	1
OJ18_0307b	0	0	0	1
OJ18_0315a	0	0	0	1
OJ18_0315b	0	0	0	1
OJ18_0323a	0	0	0	1
OJ18_0323b	0	0	0	1
OJ18_0331a	0	0	0	1
OJ18_0331b	0	0	0	1
OJ18_0339a	0	0	0	1
OJ18_0339b	0	0	0	1
OJ18_0405a	0	0	0	1
OJ18_0405b	0	0	0	1
OJ18_0413a	0	0	0	1
OJ18_0413b	0	0	0	1
OJ18_0421a	0	0	0	1
OJ18_0421b	0	0	0	1
OJ18_0245a	0	0	0	1
OJ18_0245b	0	0	0	1
OJ18_0308a	0	0	0	1
OJ18_0308b	0	0	0	1
OJ18_0316a	0	0	0	1
OJ18_0316b	0	0	0	1
OJ18_0324a	0	0	0	1
OJ18_0324b	0	0	0	1
OJ18_0332a	0	0	0	1
OJ18_0332b	0	0	0	1
OJ18_0340a	0	0	0	1
OJ18_0340b	0	0	0	1
OJ18_0348a	0	0	0	1
OJ18_0348b	0	0	0	1
OJ18_0356a	0	0	0	1
OJ18_0356b	0	0	0	1
OJ18_0406a	0	0	0	1
OJ18_0406b	0	0	0	1
OJ18_0414a	0	0	0	1
OJ18_0414b	0	0	0	1
OJ18_0422a	0	0	0	1
OJ18_0422b	0	0	0	1
OJ18_0246a	0	0	0	1
OJ18_0246b	0	0	0	1
OJ18_0301a	0	0	0	1
OJ18_0301b	0	0	0	1
OJ18_0309a	0	0	0	1
OJ18_0309b	0	0	0	1
OJ18_0317a	0	0	0	1
OJ18_0317b	0	0	0	1
OJ18_0325a	0	0	0	1
OJ18_0325b	0	0	0	1
OJ18_0333a	0	0	0	1
OJ18_0333b	0	0	0	1
OJ18_0341a	0	0	0	1
OJ18_0341b	0	0	0	1
OJ18_0349a	0	0	0	1
OJ18_0349b	0	0	0	1
OJ18_0407a	0	0	0	1
OJ18_0407b	0	0	0	1
OJ18_0415a	0	0	0	1
OJ18_0415b	0	0	0	1
OJ18_0247a	0	0	0	1
OJ18_0247b	0	0	0	1
OJ18_0318a	0	0	0	1
OJ18_0318b	0	0	0	1
OJ18_0326a	0	0	0	1
OJ18_0326b	0	0	0	1
OJ18_0334a	0	0	0	1
OJ18_0334b	0	0	0	1
OJ18_0342a	0	0	0	1
OJ18_0342b	0	0	0	1
OJ18_0408a	0	0	0	1
OJ18_0408b	0	0	0	1
OJ18_0416a	0	0	0	1
OJ18_0416b	0	0	0	1
OJ18_0424a	0	0	0	1
OJ18_0424b	0	0	0	1
OJ18_0248a	0	0	0	1
OJ18_0248b	0	0	0	1
OJ18_0303a	0	0	0	1
OJ18_0303b	0	0	0	1
OJ18_0311a	0	0	0	1
OJ18_0311b	0	0	0	1
OJ18_0319a	0	0	0	1
OJ18_0319b	0	0	0	1
OJ18_0335a	0	0	0	1
OJ18_0335b	0	0	0	1
OJ18_0343a	0	0	0	1
OJ18_0343b	0	0	0	1
OJ18_0401a	0	0	0	1
OJ18_0401b	0	0	0	1
OJ18_0409a	0	0	0	1
OJ18_0409b	0	0	0	1
OJ18_0417a	0	0	0	1
OJ18_0417b	0	0	0	1
OJ18_0249a	0	0	0	1
OJ18_0249b	0	0	0	1
OJ18_0304a	0	0	0	1
OJ18_0304b	0	0	0	1
OJ18_0312a	0	0	0	1
OJ18_0312b	0	0	0	1
OJ18_0320a	0	0	0	1
OJ18_0320b	0	0	0	1
OJ18_0328a	0	0	0	1
OJ18_0328b	0	0	0	1
OJ18_0336a	0	0	0	1
OJ18_0336b	0	0	0	1
OJ18_0344a	0	0	0	1
OJ18_0344b	0	0	0	1
OJ18_0410a	0	0	0	1
OJ18_0410b	0	0	0	1
OJ18_0418a	0	0	0	1
OJ18_0418b	0	0	0	1
OJ18_0425a	0	0	0	1
OJ18_0425b	0	0	0	1
OJ18_0433a	0	0	0	1
OJ18_0433b	0	0	0	1
OJ18_0441a	0	0	0	1
OJ18_0441b	0	0	0	1
OJ18_0449a	0	0	0	1
OJ18_0449b	0	0	0	1
OJ18_0505a	0	0	0	1
OJ18_0505b	0	0	0	1
OJ18_0513a	0	0	0	1
OJ18_0513b	0	0	0	1
OJ18_0521a	0	0	0	1
OJ18_0521b	0	0	0	1
OJ18_0529a	0	0	0	1
OJ18_0529b	0	0	0	1
OJ18_0537a	0	0	0	1
OJ18_0537b	0	0	0	1
OJ18_0545a	0	0	0	1
OJ18_0545b	0	0	0	1
OJ18_0602a	0	0	0	1
OJ18_0602b	0	0	0	1
OJ18_0610a	0	0	0	1
OJ18_0610b	0	0	0	1
OJ18_0426a	0	0	0	1
OJ18_0426b	0	0	0	1
OJ18_0434a	0	0	0	1
OJ18_0434b	0	0	0	1
OJ18_0442a	0	0	0	1
OJ18_0442b	0	0	0	1
OJ18_0506a	0	0	0	1
OJ18_0506b	0	0	0	1
OJ18_0514a	0	0	0	1
OJ18_0514b	0	0	0	1
OJ18_0522a	0	0	0	1
OJ18_0522b	0	0	0	1
OJ18_0538a	0	0	0	1
OJ18_0538b	0	0	0	1
OJ18_0546a	0	0	0	1
OJ18_0546b	0	0	0	1
OJ18_0603a	0	0	0	1
OJ18_0603b	0	0	0	1
OJ18_0611a	0	0	0	1
OJ18_0611b	0	0	0	1
OJ18_0427a	0	0	0	1
OJ18_0427b	0	0	0	1
OJ18_0435a	0	0	0	1
OJ18_0435b	0	0	0	1
OJ18_0443a	0	0	0	1
OJ18_0443b	0	0	0	1
OJ18_0451a	0	0	0	1
OJ18_0451b	0	0	0	1
OJ18_0515a	0	0	0	1
OJ18_0515b	0	0	0	1
OJ18_0523a	0	0	0	1
OJ18_0523b	0	0	0	1
OJ18_0531a	0	0	0	1
OJ18_0531b	0	0	0	1
OJ18_0539a	0	0	0	1
OJ18_0539b	0	0	0	1
OJ18_0547a	0	0	0	1
OJ18_0547b	0	0	0	1
OJ18_0612a	0	0	0	1
OJ18_0612b	0	0	0	1
OJ18_0428a	0	0	0	1
OJ18_0428b	0	0	0	1
OJ18_0436a	0	0	0	1
OJ18_0436b	0	0	0	1
OJ18_0444a	0	0	0	1
OJ18_0444b	0	0	0	1
OJ18_0452a	0	0	0	1
OJ18_0452b	0	0	0	1
OJ18_0508a	0	0	0	1
OJ18_0508b	0	0	0	1
OJ18_0516a	0	0	0	1
OJ18_0516b	0	0	0	1
OJ18_0524a	0	0	0	1
OJ18_0524b	0	0	0	1
OJ18_0532a	0	0	0	1
OJ18_0532b	0	0	0	1
OJ18_0540a	0	0	0	1
OJ18_0540b	0	0	0	1
OJ18_0548a	0	0	0	1
OJ18_0548b	0	0	0	1
OJ18_0605a	0	0	0	1
OJ18_0605b	0	0	0	1
OJ18_0613a	0	0	0	1
OJ18_0613b	0	0	0	1
OJ18_0429a	0	0	0	1
OJ18_0429b	0	0	0	1
OJ18_0437a	0	0	0	1
OJ18_0437b	0	0	0	1
OJ18_0445a	0	0	0	1
OJ18_0445b	0	0	0	1
OJ18_0509a	0	0	0	1
OJ18_0509b	0	0	0	1
OJ18_0517a	0	0	0	1
OJ18_0517b	0	0	0	1
OJ18_0525a	0	0	0	1
OJ18_0525b	0	0	0	1
OJ18_0541a	0	0	0	1
OJ18_0541b	0	0	0	1
OJ18_0606a	0	0	0	1
OJ18_0606b	0	0	0	1
OJ18_0614a	0	0	0	1
OJ18_0614b	0	0	0	1
OJ18_0438a	0	0	0	1
OJ18_0438b	0	0	0	1
OJ18_0446a	0	0	0	1
OJ18_0446b	0	0	0	1
OJ18_0518a	0	0	0	1
OJ18_0518b	0	0	0	1
OJ18_0526a	0	0	0	1
OJ18_0526b	0	0	0	1
OJ18_0534a	0	0	0	1
OJ18_0534b	0	0	0	1
OJ18_0542a	0	0	0	1
OJ18_0542b	0	0	0	1
OJ18_0607a	0	0	0	1
OJ18_0607b	0	0	0	1
OJ18_0615a	0	0	0	1
OJ18_0615b	0	0	0	1
OJ18_0431a	0	0	0	1
OJ18_0431b	0	0	0	1
OJ18_0439a	0	0	0	1
OJ18_0439b	0	0	0	1
OJ18_0447a	0	0	0	1
OJ18_0447b	0	0	0	1
OJ18_0519a	0	0	0	1
OJ18_0519b	0	0	0	1
OJ18_0527a	0	0	0	1
OJ18_0527b	0	0	0	1
OJ18_0535a	0	0	0	1
OJ18_0535b	0	0	0	1
OJ18_0543a	0	0	0	1
OJ18_0543b	0	0	0	1
OJ18_0608a	0	0	0	1
OJ18_0608b	0	0	0	1
OJ18_0432a	0	0	0	1
OJ18_0432b	0	0	0	1
OJ18_0440a	0	0	0	1
OJ18_0440b	0	0	0	1
OJ18_0448a	0	0	0	1
OJ18_0448b	0	0	0	1
OJ18_0504a	0	0	0	1
OJ18_0504b	0	0	0	1
OJ18_0512a	0	0	0	1
OJ18_0512b	0	0	0	1
OJ18_0520a	0	0	0	1
OJ18_0520b	0	0	0	1
OJ18_0528a	0	0	0	1
OJ18_0528b	0	0	0	1
OJ18_0536a	0	0	0	1
OJ18_0536b	0	0	0	1
OJ18_0544a	0	0	0	1
OJ18_0544b	0	0	0	1
OJ18_0601a	0	0	0	1
OJ18_0601b	0	0	0	1
OJ18_0609a	0	0	0	1
OJ18_0609b	0	0	0	1
OJ18_0624a	0	0	0	1
OJ18_0624b	0	0	0	1
OJ18_0632a	0	0	0	1
OJ18_0632b	0	0	0	1
OJ18_0640a	0	0	0	1
OJ18_0640b	0	0	0	1
OJ18_0648a	0	0	0	1
OJ18_0648b	0	0	0	1
OJ18_0701a	0	0	0	1
OJ18_0701b	0	0	0	1
OJ18_0902a	0	0	0	1
OJ18_0902b	0	0	0	1
OJ18_1006a	0	0	0	1
OJ18_1006b	0	0	0	1
OJ18_1014a	0	0	0	1
OJ18_1014b	0	0	0	1
OJ18_1022a	0	0	0	1
OJ18_1022b	0	0	0	1
OJ18_0617a	0	0	0	1
OJ18_0617b	0	0	0	1
OJ18_0625a	0	0	0	1
OJ18_0625b	0	0	0	1
OJ18_0633a	0	0	0	1
OJ18_0633b	0	0	0	1
OJ18_0641a	0	0	0	1
OJ18_0641b	0	0	0	1
OJ18_0649a	0	0	0	1
OJ18_0649b	0	0	0	1
OJ18_0903a	0	0	0	1
OJ18_0903b	0	0	0	1
OJ18_0911a	0	0	0	1
OJ18_0911b	0	0	0	1
OJ18_1007a	0	0	0	1
OJ18_1007b	0	0	0	1
OJ18_1015a	0	0	0	1
OJ18_1015b	0	0	0	1
OJ18_1023a	0	0	0	1
OJ18_1023b	0	0	0	1
OJ18_0618a	0	0	0	1
OJ18_0618b	0	0	0	1
OJ18_0626a	0	0	0	1
OJ18_0626b	0	0	0	1
OJ18_0642a	0	0	0	1
OJ18_0642b	0	0	0	1
OJ18_0703a	0	0	0	1
OJ18_0703b	0	0	0	1
OJ18_0904a	0	0	0	1
OJ18_0904b	0	0	0	1
OJ18_0912a	0	0	0	1
OJ18_0912b	0	0	0	1
OJ18_1008a	0	0	0	1
OJ18_1008b	0	0	0	1
OJ18_1016a	0	0	0	1
OJ18_1016b	0	0	0	1
OJ18_1024a	0	0	0	1
OJ18_1024b	0	0	0	1
OJ18_0619a	0	0	0	1
OJ18_0619b	0	0	0	1
OJ18_0627a	0	0	0	1
OJ18_0627b	0	0	0	1
OJ18_0635a	0	0	0	1
OJ18_0635b	0	0	0	1
OJ18_0643a	0	0	0	1
OJ18_0643b	0	0	0	1
OJ18_0651a	0	0	0	1
OJ18_0651b	0	0	0	1
OJ18_0704a	0	0	0	1
OJ18_0704b	0	0	0	1
OJ18_0905a	0	0	0	1
OJ18_0905b	0	0	0	1
OJ18_1001a	0	0	0	1
OJ18_1001b	0	0	0	1
OJ18_1009a	0	0	0	1
OJ18_1009b	0	0	0	1
OJ18_1017a	0	0	0	1
OJ18_1017b	0	0	0	1
OJ18_1025a	0	0	0	1
OJ18_1025b	0	0	0	1
OJ18_0620a	0	0	0	1
OJ18_0620b	0	0	0	1
OJ18_0628a	0	0	0	1
OJ18_0628b	0	0	0	1
OJ18_0636a	0	0	0	1
OJ18_0636b	0	0	0	1
OJ18_0644a	0	0	0	1
OJ18_0644b	0	0	0	1
OJ18_0652a	0	0	0	1
OJ18_0652b	0	0	0	1
OJ18_0906a	0	0	0	1
OJ18_0906b	0	0	0	1
OJ18_1002a	0	0	0	1
OJ18_1002b	0	0	0	1
OJ18_1010a	0	0	0	1
OJ18_1010b	0	0	0	1
OJ18_1018a	0	0	0	1
OJ18_1018b	0	0	0	1
OJ18_1026a	0	0	0	1
OJ18_1026b	0	0	0	1
OJ18_0621a	0	0	0	1
OJ18_0621b	0	0	0	1
OJ18_0629a	0	0	0	1
OJ18_0629b	0	0	0	1
OJ18_0637a	0	0	0	1
OJ18_0637b	0	0	0	1
OJ18_0645a	0	0	0	1
OJ18_0645b	0	0	0	1
OJ18_0653a	0	0	0	1
OJ18_0653b	0	0	0	1
OJ18_0907a	0	0	0	1
OJ18_0907b	0	0	0	1
OJ18_1003a	0	0	0	1
OJ18_1003b	0	0	0	1
OJ18_1011a	0	0	0	1
OJ18_1011b	0	0	0	1
OJ18_1019a	0	0	0	1
OJ18_1019b	0	0	0	1
OJ18_1027a	0	0	0	1
OJ18_1027b	0	0	0	1
OJ18_0622a	0	0	0	1
OJ18_0622b	0	0	0	1
OJ18_0638a	0	0	0	1
OJ18_0638b	0	0	0	1
OJ18_0646a	0	0	0	1
OJ18_0646b	0	0	0	1
OJ18_0654a	0	0	0	1
OJ18_0654b	0	0	0	1
OJ18_0707a	0	0	0	1
OJ18_0707b	0	0	0	1
OJ18_0908a	0	0	0	1
OJ18_0908b	0	0	0	1
OJ18_1004a	0	0	0	1
OJ18_1004b	0	0	0	1
OJ18_1012a	0	0	0	1
OJ18_1012b	0	0	0	1
OJ18_1020a	0	0	0	1
OJ18_1020b	0	0	0	1
OJ18_0623a	0	0	0	1
OJ18_0623b	0	0	0	1
OJ18_0631a	0	0	0	1
OJ18_0631b	0	0	0	1
OJ18_0639a	0	0	0	1
OJ18_0639b	0	0	0	1
OJ18_0655a	0	0	0	1
OJ18_0655b	0	0	0	1
OJ18_0708a	0	0	0	1
OJ18_0708b	0	0	0	1
OJ18_0901a	0	0	0	1
OJ18_0901b	0	0	0	1
OJ18_0909a	0	0	0	1
OJ18_0909b	0	0	0	1
OJ18_1005a	0	0	0	1
OJ18_1005b	0	0	0	1
OJ18_1013a	0	0	0	1
OJ18_1013b	0	0	0	1
OJ18_1021a	0	0	0	1
OJ18_1021b	0	0	0	1
OA19_0123a	0	0	1	0
OA19_0123b	0	0	1	0
OJ18_1028a	0	0	0	1
OJ18_1028b	0	0	0	1
OA19_0134a	0	0	1	0
OA19_0134b	0	0	1	0
OA19APPR_0108a	0	0	1	0
OA19APPR_0108b	0	0	1	0
OA19APPR_0177a	0	0	1	0
OA19APPR_0177b	0	0	1	0
OJ18_0130a	0	0	0	1
OJ18_0130b	0	0	0	1
OA19APPR_0218a	0	0	1	0
OA19APPR_0218b	0	0	1	0
OA19CORH_0104a	0	1	0	0
OA19CORH_0104b	0	1	0	0
OJ18_0650a	0	0	0	1
OJ18_0650b	0	0	0	1
OA19CORH_0208a	0	1	0	0
OA19CORH_0208b	0	1	0	0
OA19CORH_0216a	0	1	0	0
OA19CORH_0216b	0	1	0	0
OA19CORH_0224a	0	1	0	0
OA19CORH_0224b	0	1	0	0
OA19CORH_0232a	0	1	0	0
OA19CORH_0232b	0	1	0	0
OA19CORH_0240a	0	1	0	0
OA19CORH_0240b	0	1	0	0
OA19_0125a	0	0	1	0
OA19_0125b	0	0	1	0
OJ18_1029a	0	0	0	1
OJ18_1029b	0	0	0	1
OA19_0135a	0	0	1	0
OA19_0135b	0	0	1	0
OA19_0182a	0	0	1	0
OA19_0182b	0	0	1	0
OA19APPR_0110a	0	0	1	0
OA19APPR_0110b	0	0	1	0
OA19APPR_0178a	0	0	1	0
OA19APPR_0178b	0	0	1	0
OJ18_0150a	0	0	0	1
OJ18_0150b	0	0	0	1
OA19APPR_0219a	0	0	1	0
OA19APPR_0219b	0	0	1	0
OA19CORH_0201a	0	1	0	0
OA19CORH_0201b	0	1	0	0
OA19CORH_0209a	0	1	0	0
OA19CORH_0209b	0	1	0	0
OA19CORH_0217a	0	1	0	0
OA19CORH_0217b	0	1	0	0
OA19CORH_0225a	0	1	0	0
OA19CORH_0225b	0	1	0	0
OA19CORH_0233a	0	1	0	0
OA19CORH_0233b	0	1	0	0
OA19CORH_0241a	0	1	0	0
OA19CORH_0241b	0	1	0	0
OA19_0126a	0	0	1	0
OA19_0126b	0	0	1	0
OA19_0137a	0	0	1	0
OA19_0137b	0	0	1	0
OA19_0183a	0	0	1	0
OA19_0183b	0	0	1	0
OA19APPR_0111a	0	0	1	0
OA19APPR_0111b	0	0	1	0
OA19APPR_0212a	0	0	1	0
OA19APPR_0212b	0	0	1	0
OJ18_0210a	0	0	0	1
OJ18_0210b	0	0	0	1
OA19APPR_0220a	0	0	1	0
OA19APPR_0220b	0	0	1	0
OA19CORH_0202a	0	1	0	0
OA19CORH_0202b	0	1	0	0
OJ18_0910a	0	0	0	1
OJ18_0910b	0	0	0	1
OA19CORH_0210a	0	1	0	0
OA19CORH_0210b	0	1	0	0
OA19CORH_0218a	0	1	0	0
OA19CORH_0218b	0	1	0	0
OA19CORH_0226a	0	1	0	0
OA19CORH_0226b	0	1	0	0
OA19CORH_0234a	0	1	0	0
OA19CORH_0234b	0	1	0	0
OA19_0128a	0	0	1	0
OA19_0128b	0	0	1	0
OA19_0184a	0	0	1	0
OA19_0184b	0	0	1	0
OA19APPR_0114a	0	0	1	0
OA19APPR_0114b	0	0	1	0
OA19APPR_0213a	0	0	1	0
OA19APPR_0213b	0	0	1	0
OJ18_0230a	0	0	0	1
OJ18_0230b	0	0	0	1
OA19APPR_0221a	0	0	1	0
OA19APPR_0221b	0	0	1	0
OJ18_0510a	0	0	0	1
OJ18_0510b	0	0	0	1
OA19CORH_0203a	0	1	0	0
OA19CORH_0203b	0	1	0	0
OA19CORH_0211a	0	1	0	0
OA19CORH_0211b	0	1	0	0
OA19CORH_0219a	0	1	0	0
OA19CORH_0219b	0	1	0	0
OA19CORH_0227a	0	1	0	0
OA19CORH_0227b	0	1	0	0
OA19CORH_0235a	0	1	0	0
OA19CORH_0235b	0	1	0	0
OA19_0129a	0	0	1	0
OA19_0129b	0	0	1	0
OJ18_1102a	0	0	0	1
OJ18_1102b	0	0	0	1
OA19_0139a	0	0	1	0
OA19_0139b	0	0	1	0
OA19_0186a	0	0	1	0
OA19_0186b	0	0	1	0
OA19APPR_0117a	0	0	1	0
OA19APPR_0117b	0	0	1	0
OA19APPR_0214a	0	0	1	0
OA19APPR_0214b	0	0	1	0
OJ18_0250a	0	0	0	1
OJ18_0250b	0	0	0	1
OA19APPR_0222a	0	0	1	0
OA19APPR_0222b	0	0	1	0
OJ18_0530a	0	0	0	1
OJ18_0530b	0	0	0	1
OA19CORH_0204a	0	1	0	0
OA19CORH_0204b	0	1	0	0
OJ18_1030a	0	0	0	1
OJ18_1030b	0	0	0	1
OA19CORH_0212a	0	1	0	0
OA19CORH_0212b	0	1	0	0
OA19CORH_0220a	0	1	0	0
OA19CORH_0220b	0	1	0	0
OA19CORH_0228a	0	1	0	0
OA19CORH_0228b	0	1	0	0
OA19CORH_0236a	0	1	0	0
OA19CORH_0236b	0	1	0	0
OA19_0130a	0	0	1	0
OA19_0130b	0	0	1	0
OJ18_1103a	0	0	0	1
OJ18_1103b	0	0	0	1
OA19_0140a	0	0	1	0
OA19_0140b	0	0	1	0
OA19_0187a	0	0	1	0
OA19_0187b	0	0	1	0
OA19APPR_0120a	0	0	1	0
OA19APPR_0120b	0	0	1	0
OA19APPR_0215a	0	0	1	0
OA19APPR_0215b	0	0	1	0
OJ18_0310a	0	0	0	1
OJ18_0310b	0	0	0	1
OJ18_0550a	0	0	0	1
OJ18_0550b	0	0	0	1
OA19CORH_0205a	0	1	0	0
OA19CORH_0205b	0	1	0	0
OA19CORH_0213a	0	1	0	0
OA19CORH_0213b	0	1	0	0
OA19CORH_0221a	0	1	0	0
OA19CORH_0221b	0	1	0	0
OA19CORH_0229a	0	1	0	0
OA19CORH_0229b	0	1	0	0
OA19CORH_0237a	0	1	0	0
OA19CORH_0237b	0	1	0	0
OJ18_1104a	0	0	0	1
OJ18_1104b	0	0	0	1
OA19_0141a	0	0	1	0
OA19_0141b	0	0	1	0
OA19_0189a	0	0	1	0
OA19_0189b	0	0	1	0
OA19APPR_0122a	0	0	1	0
OA19APPR_0122b	0	0	1	0
OA19APPR_0216a	0	0	1	0
OA19APPR_0216b	0	0	1	0
OA19CORH_0206a	0	1	0	0
OA19CORH_0206b	0	1	0	0
OA19CORH_0214a	0	1	0	0
OA19CORH_0214b	0	1	0	0
OA19CORH_0222a	0	1	0	0
OA19CORH_0222b	0	1	0	0
OA19CORH_0230a	0	1	0	0
OA19CORH_0230b	0	1	0	0
OA19CORH_0238a	0	1	0	0
OA19CORH_0238b	0	1	0	0
OJ18_1105a	0	0	0	1
OJ18_1105b	0	0	0	1
OA19APPR_0105a	0	0	1	0
OA19APPR_0105b	0	0	1	0
OA19APPR_0176a	0	0	1	0
OA19APPR_0176b	0	0	1	0
OA19APPR_0217a	0	0	1	0
OA19APPR_0217b	0	0	1	0
OJ18_0350a	0	0	0	1
OJ18_0350b	0	0	0	1
OJ18_0630a	0	0	0	1
OJ18_0630b	0	0	0	1
OA19CORH_0207a	0	1	0	0
OA19CORH_0207b	0	1	0	0
OA19CORH_0215a	0	1	0	0
OA19CORH_0215b	0	1	0	0
OA19CORH_0223a	0	1	0	0
OA19CORH_0223b	0	1	0	0
OA19CORH_0231a	0	1	0	0
OA19CORH_0231b	0	1	0	0
OA19CORH_0239a	0	1	0	0
OA19CORH_0239b	0	1	0	0
OJ19_0283a	0	0	0	1
OJ19_0283b	0	0	0	1
OJ19_0291a	0	0	0	1
OJ19_0291b	0	0	0	1
OJ19_0299a	0	0	0	1
OJ19_0299b	0	0	0	1
OJ19_0307a	0	0	0	1
OJ19_0307b	0	0	0	1
OJ19_0315a	0	0	0	1
OJ19_0315b	0	0	0	1
OJ19_0323a	0	0	0	1
OJ19_0323b	0	0	0	1
OJ19_0327a	0	0	0	1
OJ19_0327b	0	0	0	1
OJ19_0331a	0	0	0	1
OJ19_0331b	0	0	0	1
OJ19_0284a	0	0	0	1
OJ19_0284b	0	0	0	1
OJ19_0300a	0	0	0	1
OJ19_0300b	0	0	0	1
OJ19_0308a	0	0	0	1
OJ19_0308b	0	0	0	1
OJ19_0316a	0	0	0	1
OJ19_0316b	0	0	0	1
OJ19_0324a	0	0	0	1
OJ19_0324b	0	0	0	1
OJ19_0285a	0	0	0	1
OJ19_0285b	0	0	0	1
OJ19_0293a	0	0	0	1
OJ19_0293b	0	0	0	1
OJ19_0301a	0	0	0	1
OJ19_0301b	0	0	0	1
OJ19_0309a	0	0	0	1
OJ19_0309b	0	0	0	1
OJ19_0317a	0	0	0	1
OJ19_0317b	0	0	0	1
OJ19_0325a	0	0	0	1
OJ19_0325b	0	0	0	1
OJ19_0030a	0	0	0	1
OJ19_0030b	0	0	0	1
OJ19_0190a	0	0	0	1
OJ19_0190b	0	0	0	1
OJ19_0286a	0	0	0	1
OJ19_0286b	0	0	0	1
OJ19_0294a	0	0	0	1
OJ19_0294b	0	0	0	1
OJ19_0302a	0	0	0	1
OJ19_0302b	0	0	0	1
OJ19_0310a	0	0	0	1
OJ19_0310b	0	0	0	1
OJ19_0318a	0	0	0	1
OJ19_0318b	0	0	0	1
OJ19_0326a	0	0	0	1
OJ19_0326b	0	0	0	1
OJ19_0050a	0	0	0	1
OJ19_0050b	0	0	0	1
OJ19_0210a	0	0	0	1
OJ19_0210b	0	0	0	1
OJ19_0287a	0	0	0	1
OJ19_0287b	0	0	0	1
OJ19_0295a	0	0	0	1
OJ19_0295b	0	0	0	1
OJ19_0303a	0	0	0	1
OJ19_0303b	0	0	0	1
OJ19_0319a	0	0	0	1
OJ19_0319b	0	0	0	1
OJ19_0070a	0	0	0	1
OJ19_0070b	0	0	0	1
OJ19_0288a	0	0	0	1
OJ19_0288b	0	0	0	1
OJ19_0296a	0	0	0	1
OJ19_0296b	0	0	0	1
OJ19_0304a	0	0	0	1
OJ19_0304b	0	0	0	1
OJ19_0312a	0	0	0	1
OJ19_0312b	0	0	0	1
OJ19_0320a	0	0	0	1
OJ19_0320b	0	0	0	1
OJ19_0328a	0	0	0	1
OJ19_0328b	0	0	0	1
OJ19_0289a	0	0	0	1
OJ19_0289b	0	0	0	1
OJ19_0297a	0	0	0	1
OJ19_0297b	0	0	0	1
OJ19_0305a	0	0	0	1
OJ19_0305b	0	0	0	1
OJ19_0313a	0	0	0	1
OJ19_0313b	0	0	0	1
OJ19_0321a	0	0	0	1
OJ19_0321b	0	0	0	1
OJ19_0329a	0	0	0	1
OJ19_0329b	0	0	0	1
OJ19_0298a	0	0	0	1
OJ19_0298b	0	0	0	1
OJ19_0306a	0	0	0	1
OJ19_0306b	0	0	0	1
OJ19_0314a	0	0	0	1
OJ19_0314b	0	0	0	1
OJ19_0322a	0	0	0	1
OJ19_0322b	0	0	0	1
OJ19_0330a	0	0	0	1
OJ19_0330b	0	0	0	1
OJ19_0290a	0	0	0	1
OJ19_0290b	0	0	0	1
OJ19_0189a	0	0	0	1
OJ19_0189b	0	0	0	1
OJ19_0197a	0	0	0	1
OJ19_0197b	0	0	0	1
OJ19_0205a	0	0	0	1
OJ19_0205b	0	0	0	1
OJ19_0213a	0	0	0	1
OJ19_0213b	0	0	0	1
OJ19_0221a	0	0	0	1
OJ19_0221b	0	0	0	1
OJ19_0229a	0	0	0	1
OJ19_0229b	0	0	0	1
OJ19_0233a	0	0	0	1
OJ19_0233b	0	0	0	1
OJ19_0237a	0	0	0	1
OJ19_0237b	0	0	0	1
OJ19_0245a	0	0	0	1
OJ19_0245b	0	0	0	1
OJ19_0253a	0	0	0	1
OJ19_0253b	0	0	0	1
OJ19_0261a	0	0	0	1
OJ19_0261b	0	0	0	1
OJ19_0269a	0	0	0	1
OJ19_0269b	0	0	0	1
OJ19_0277a	0	0	0	1
OJ19_0277b	0	0	0	1
OJ19_0198a	0	0	0	1
OJ19_0198b	0	0	0	1
OJ19_0206a	0	0	0	1
OJ19_0206b	0	0	0	1
OJ19_0214a	0	0	0	1
OJ19_0214b	0	0	0	1
OJ19_0222a	0	0	0	1
OJ19_0222b	0	0	0	1
OJ19_0230a	0	0	0	1
OJ19_0230b	0	0	0	1
OJ19_0238a	0	0	0	1
OJ19_0238b	0	0	0	1
OJ19_0246a	0	0	0	1
OJ19_0246b	0	0	0	1
OJ19_0254a	0	0	0	1
OJ19_0254b	0	0	0	1
OJ19_0262a	0	0	0	1
OJ19_0262b	0	0	0	1
OJ19_0270a	0	0	0	1
OJ19_0270b	0	0	0	1
OJ19_0278a	0	0	0	1
OJ19_0278b	0	0	0	1
OJ19_0191a	0	0	0	1
