pop	clust1	clust2
halfpounder	0.2276	0.7724
halfpounder	0.4648	0.5352
halfpounder	0.3879	0.6121
halfpounder	0.3066	0.6934
halfpounder	0.7577	0.2423
halfpounder	0.2388	0.7612
halfpounder	0.5259	0.4741
halfpounder	0.6103	0.3897
halfpounder	0.4355	0.5645
halfpounder	0.6814	0.3186
halfpounder	0.2422	0.7578
halfpounder	0.6099	0.3901
halfpounder	0.6176	0.3824
halfpounder	0.5217	0.4783
halfpounder	0.3651	0.6349
halfpounder	0.2959	0.7041
halfpounder	0.3655	0.6345
halfpounder	0.5138	0.4862
halfpounder	0.6675	0.3325
halfpounder	0.5844	0.4156
halfpounder	0.3562	0.6438
halfpounder	0.1796	0.8204
halfpounder	0.1687	0.8313
halfpounder	0.3885	0.6115
halfpounder	0.5517	0.4483
halfpounder	0.4632	0.5368
halfpounder	0.5575	0.4425
halfpounder	0.1962	0.8038
halfpounder	0.5939	0.4061
halfpounder	0.6327	0.3673
halfpounder	0.6286	0.3714
halfpounder	0.3615	0.6385
halfpounder	0.3398	0.6602
halfpounder	0.4656	0.5344
halfpounder	0.5765	0.4235
halfpounder	0.4343	0.5657
halfpounder	0.6513	0.3487
halfpounder	0.6159	0.3841
halfpounder	0.3245	0.6755
halfpounder	0.1204	0.8796
halfpounder	0.2135	0.7865
halfpounder	0.4306	0.5694
halfpounder	0.2005	0.7995
halfpounder	0.2873	0.7127
halfpounder	0.5044	0.4956
halfpounder	0.4208	0.5792
halfpounder	0.5949	0.4051
halfpounder	0.6155	0.3845
halfpounder	0.5979	0.4021
halfpounder	0.1791	0.8209
halfpounder	0.5214	0.4786
halfpounder	0.5629	0.4371
halfpounder	0.1508	0.8492
halfpounder	0.5381	0.4619
halfpounder	0.4142	0.5858
halfpounder	0.4734	0.5266
halfpounder	0.3011	0.6989
halfpounder	0.4389	0.5611
halfpounder	0.1648	0.8352
halfpounder	0.4941	0.5059
halfpounder	0.2595	0.7405
halfpounder	0.6384	0.3616
