pop	clust1	clust2	clust3
halfpounder	0.3002	0.4942	0.2056
halfpounder	0.0964	0.5671	0.3365
halfpounder	0.5046	0.2101	0.2853
halfpounder	0.1171	0.3133	0.5696
halfpounder	0.1961	0.2508	0.5531
halfpounder	0.5065	0.2888	0.2048
halfpounder	0.1425	0.3659	0.4916
halfpounder	0.6059	0.2258	0.1683
halfpounder	0.3730	0.3822	0.2448
halfpounder	0.6275	0.1231	0.2494
halfpounder	0.1601	0.2068	0.6330
halfpounder	0.5840	0.2561	0.1599
halfpounder	0.6109	0.1885	0.2006
halfpounder	0.2607	0.5727	0.1666
halfpounder	0.1431	0.1627	0.6942
halfpounder	0.5410	0.1091	0.3499
halfpounder	0.4867	0.0918	0.4215
halfpounder	0.5047	0.2296	0.2658
halfpounder	0.1382	0.1537	0.7082
halfpounder	0.1211	0.1518	0.7271
halfpounder	0.1343	0.1527	0.7130
halfpounder	0.2383	0.5713	0.1904
halfpounder	0.6587	0.1506	0.1908
halfpounder	0.5709	0.2820	0.1471
halfpounder	0.1532	0.3427	0.5041
halfpounder	0.3189	0.5326	0.1485
halfpounder	0.6774	0.1222	0.2004
halfpounder	0.2185	0.3439	0.4375
halfpounder	0.1412	0.7373	0.1215
halfpounder	0.2228	0.3795	0.3976
halfpounder	0.1250	0.1094	0.7656
halfpounder	0.7538	0.1006	0.1456
halfpounder	0.4742	0.1472	0.3786
halfpounder	0.5138	0.2392	0.2470
halfpounder	0.1711	0.3712	0.4577
halfpounder	0.2928	0.4439	0.2632
halfpounder	0.3453	0.4246	0.2302
halfpounder	0.6546	0.0932	0.2522
halfpounder	0.2433	0.3327	0.4241
halfpounder	0.6446	0.1410	0.2143
halfpounder	0.6686	0.1454	0.1860
halfpounder	0.5034	0.1276	0.3690
halfpounder	0.2979	0.1110	0.5911
halfpounder	0.2793	0.5149	0.2058
halfpounder	0.1401	0.7703	0.0896
halfpounder	0.3604	0.3756	0.2640
halfpounder	0.2173	0.2785	0.5042
halfpounder	0.5195	0.2702	0.2103
halfpounder	0.5526	0.3302	0.1172
halfpounder	0.1725	0.0865	0.7410
halfpounder	0.5970	0.0851	0.3179
halfpounder	0.3690	0.1275	0.5035
halfpounder	0.1228	0.0892	0.7879
halfpounder	0.1826	0.3825	0.4349
halfpounder	0.3390	0.2847	0.3763
halfpounder	0.5735	0.2332	0.1932
halfpounder	0.2033	0.3680	0.4287
halfpounder	0.2901	0.4747	0.2352
halfpounder	0.6755	0.0558	0.2687
halfpounder	0.1712	0.0733	0.7555
halfpounder	0.2286	0.4121	0.3593
winter	0.1665	0.1748	0.6587
halfpounder	0.4311	0.2216	0.3472
winter	0.6256	0.0999	0.2745
winter	0.8020	0.0606	0.1374
winter	0.5626	0.2618	0.1756
halfpounder	0.2502	0.1352	0.6146
winter	0.1773	0.1205	0.7022
summer	0.2739	0.3048	0.4213
halfpounder	0.4006	0.1778	0.4215
summer	0.3318	0.3473	0.3210
summer	0.2373	0.1436	0.6191
summer	0.2397	0.1591	0.6011
summer	0.1765	0.2194	0.6041
summer	0.2143	0.1455	0.6402
winter	0.5006	0.2922	0.2071
halfpounder	0.1305	0.1663	0.7032
winter	0.4421	0.1671	0.3908
winter	0.2832	0.1025	0.6143
winter	0.2884	0.1307	0.5809
winter	0.1995	0.2782	0.5224
halfpounder	0.1166	0.6841	0.1993
winter	0.5018	0.1455	0.3526
summer	0.2073	0.3494	0.4434
summer	0.1040	0.0690	0.8270
summer	0.4656	0.1137	0.4206
summer	0.4392	0.2913	0.2695
summer	0.2735	0.3311	0.3955
summer	0.6078	0.1480	0.2442
winter	0.2247	0.0847	0.6906
winter	0.3841	0.1775	0.4384
winter	0.2425	0.0740	0.6835
winter	0.2299	0.1517	0.6185
winter	0.3350	0.2543	0.4108
halfpounder	0.3168	0.4140	0.2693
winter	0.2065	0.2794	0.5141
summer	0.4478	0.2664	0.2857
halfpounder	0.1350	0.2208	0.6442
summer	0.3205	0.1078	0.5717
summer	0.1140	0.3160	0.5700
summer	0.3762	0.1206	0.5031
summer	0.2545	0.1348	0.6108
winter	0.4696	0.2853	0.2452
winter	0.5658	0.1047	0.3295
winter	0.5126	0.2539	0.2335
winter	0.7127	0.1494	0.1378
halfpounder	0.2398	0.3919	0.3682
winter	0.2774	0.2536	0.4689
halfpounder	0.4096	0.2835	0.3069
summer	0.4589	0.1291	0.4120
summer	0.7519	0.0543	0.1938
summer	0.3024	0.2447	0.4528
summer	0.2628	0.2363	0.5009
summer	0.2238	0.1370	0.6392
winter	0.3365	0.2595	0.4041
halfpounder	0.1676	0.3046	0.5278
winter	0.3120	0.1302	0.5578
winter	0.3460	0.1230	0.5310
winter	0.6050	0.1364	0.2585
winter	0.3814	0.2122	0.4064
halfpounder	0.3420	0.1632	0.4949
winter	0.3891	0.2121	0.3988
halfpounder	0.1102	0.8045	0.0853
summer	0.1644	0.0817	0.7540
halfpounder	0.1381	0.7315	0.1304
summer	0.6746	0.1607	0.1647
summer	0.4943	0.2512	0.2544
summer	0.1353	0.2035	0.6612
summer	0.1203	0.0951	0.7846
winter	0.2417	0.3742	0.3841
halfpounder	0.2082	0.1326	0.6592
winter	0.6811	0.1151	0.2038
winter	0.1038	0.1128	0.7834
winter	0.6642	0.1170	0.2188
winter	0.3143	0.2528	0.4330
halfpounder	0.4816	0.3653	0.1531
halfpounder	0.2516	0.1931	0.5553
summer	0.0902	0.1291	0.7807
summer	0.1403	0.0910	0.7687
summer	0.4715	0.0679	0.4606
summer	0.0962	0.0896	0.8142
summer	0.2768	0.1074	0.6158
halfpounder	0.6506	0.1250	0.2244
winter	0.5552	0.0982	0.3466
winter	0.2159	0.0912	0.6928
winter	0.3187	0.1717	0.5096
winter	0.2848	0.2489	0.4663
summer	0.3865	0.2771	0.3364
summer	0.2479	0.1526	0.5995
summer	0.4928	0.1160	0.3913
summer	0.1558	0.1216	0.7226
summer	0.4593	0.0970	0.4437
halfpounder	0.1586	0.4473	0.3941
winter	0.7352	0.0997	0.1651
winter	0.6098	0.1407	0.2495
winter	0.5795	0.1920	0.2286
halfpounder	0.1360	0.5131	0.3509
halfpounder	0.4894	0.2311	0.2795
summer	0.3686	0.1985	0.4329
summer	0.1355	0.2262	0.6383
summer	0.5164	0.0608	0.4228
summer	0.5900	0.1332	0.2768
summer	0.2547	0.1160	0.6293
halfpounder	0.2685	0.5739	0.1576
halfpounder	0.1884	0.6194	0.1923
halfpounder	0.3154	0.2725	0.4121
halfpounder	0.1128	0.7948	0.0924
halfpounder	0.6220	0.1956	0.1824
halfpounder	0.2024	0.1334	0.6641
halfpounder	0.3131	0.0762	0.6107
halfpounder	0.4794	0.2610	0.2595
halfpounder	0.0714	0.8482	0.0804
halfpounder	0.1231	0.7172	0.1596
halfpounder	0.0897	0.7986	0.1117
halfpounder	0.2327	0.1599	0.6073
halfpounder	0.2375	0.1965	0.5660
halfpounder	0.6799	0.1314	0.1888
halfpounder	0.5175	0.3051	0.1774
halfpounder	0.2297	0.5255	0.2448
halfpounder	0.3436	0.4761	0.1803
halfpounder	0.5395	0.2382	0.2224
halfpounder	0.1419	0.4675	0.3905
halfpounder	0.1132	0.0497	0.8371
halfpounder	0.0820	0.8356	0.0824
halfpounder	0.2655	0.1792	0.5553
halfpounder	0.6967	0.1233	0.1800
halfpounder	0.1371	0.1915	0.6714
halfpounder	0.1041	0.1393	0.7566
halfpounder	0.3664	0.2313	0.4022
halfpounder	0.1252	0.2004	0.6744
halfpounder	0.2124	0.2987	0.4890
halfpounder	0.3335	0.0785	0.5880
halfpounder	0.2839	0.0926	0.6235
halfpounder	0.1872	0.1588	0.6540
halfpounder	0.1294	0.7581	0.1125
halfpounder	0.6318	0.1517	0.2165
halfpounder	0.5221	0.1633	0.3146
halfpounder	0.1508	0.0989	0.7503
halfpounder	0.3139	0.3361	0.3500
halfpounder	0.1490	0.3713	0.4797
halfpounder	0.1926	0.5980	0.2094
halfpounder	0.3450	0.1363	0.5187
halfpounder	0.3667	0.2244	0.4090
halfpounder	0.5403	0.1267	0.3330
halfpounder	0.4751	0.1982	0.3268
halfpounder	0.2057	0.3732	0.4211
halfpounder	0.0650	0.8799	0.0551
halfpounder	0.6484	0.1176	0.2340
halfpounder	0.2115	0.1654	0.6231
halfpounder	0.3299	0.3333	0.3369
halfpounder	0.0916	0.8139	0.0946
halfpounder	0.3495	0.4089	0.2416
halfpounder	0.4979	0.2068	0.2953
halfpounder	0.1241	0.2021	0.6738
halfpounder	0.2409	0.6356	0.1236
halfpounder	0.1035	0.2742	0.6223
halfpounder	0.1159	0.7802	0.1039
halfpounder	0.2117	0.1312	0.6571
halfpounder	0.1465	0.0935	0.7600
halfpounder	0.3262	0.0974	0.5764
halfpounder	0.1797	0.2376	0.5827
halfpounder	0.2558	0.2120	0.5322
halfpounder	0.1895	0.5949	0.2156
halfpounder	0.1177	0.7916	0.0907
halfpounder	0.3584	0.5165	0.1251
halfpounder	0.0964	0.7825	0.1211
halfpounder	0.0916	0.7947	0.1137
halfpounder	0.2936	0.2005	0.5059
halfpounder	0.1392	0.7273	0.1335
halfpounder	0.0855	0.7998	0.1147
halfpounder	0.5540	0.2191	0.2268
halfpounder	0.2398	0.4639	0.2963
halfpounder	0.5728	0.2970	0.1302
halfpounder	0.1044	0.7797	0.1159
halfpounder	0.1515	0.4554	0.3931
halfpounder	0.4607	0.3458	0.1935
halfpounder	0.1243	0.7759	0.0998
halfpounder	0.3652	0.3620	0.2729
halfpounder	0.3054	0.4881	0.2065
halfpounder	0.2309	0.6386	0.1305
halfpounder	0.3488	0.0657	0.5855
halfpounder	0.1636	0.7407	0.0957
halfpounder	0.4514	0.2305	0.3182
halfpounder	0.5490	0.1516	0.2994
halfpounder	0.1502	0.3887	0.4611
halfpounder	0.1738	0.0954	0.7308
halfpounder	0.1241	0.7613	0.1146
halfpounder	0.2681	0.1523	0.5796
halfpounder	0.3047	0.1474	0.5479
halfpounder	0.1990	0.2701	0.5309
halfpounder	0.2028	0.5426	0.2545
halfpounder	0.2554	0.6234	0.1212
halfpounder	0.2094	0.5384	0.2522
halfpounder	0.4054	0.2621	0.3325
halfpounder	0.5474	0.1069	0.3457
halfpounder	0.6159	0.1581	0.2260
halfpounder	0.3043	0.5467	0.1490
halfpounder	0.0729	0.8530	0.0741
halfpounder	0.0652	0.8585	0.0763
halfpounder	0.1728	0.4727	0.3545
halfpounder	0.5791	0.2001	0.2208
halfpounder	0.4088	0.3435	0.2476
halfpounder	0.7361	0.1608	0.1031
halfpounder	0.1151	0.8127	0.0722
halfpounder	0.4171	0.1602	0.4226
halfpounder	0.1435	0.1528	0.7037
halfpounder	0.3654	0.1432	0.4914
halfpounder	0.2910	0.5132	0.1958
halfpounder	0.2954	0.5702	0.1344
halfpounder	0.3348	0.3440	0.3211
halfpounder	0.2757	0.2338	0.4905
halfpounder	0.4033	0.4028	0.1939
halfpounder	0.4865	0.1082	0.4054
halfpounder	0.5347	0.1644	0.3009
halfpounder	0.1908	0.5905	0.2186
halfpounder	0.0507	0.9066	0.0427
halfpounder	0.0919	0.8080	0.1001
halfpounder	0.5316	0.3413	0.1271
halfpounder	0.0970	0.8212	0.0818
halfpounder	0.2337	0.6661	0.1002
halfpounder	0.3598	0.2630	0.3772
halfpounder	0.5108	0.3670	0.1222
halfpounder	0.5223	0.1641	0.3136
halfpounder	0.3338	0.1611	0.5051
halfpounder	0.2978	0.1695	0.5327
halfpounder	0.0803	0.8498	0.0699
halfpounder	0.2290	0.2497	0.5212
halfpounder	0.5307	0.1898	0.2795
halfpounder	0.0785	0.8691	0.0524
halfpounder	0.6034	0.2034	0.1931
halfpounder	0.3201	0.4410	0.2388
halfpounder	0.2884	0.3373	0.3744
halfpounder	0.2327	0.6436	0.1236
halfpounder	0.4810	0.3621	0.1569
halfpounder	0.0670	0.8525	0.0805
halfpounder	0.3274	0.3322	0.3403
halfpounder	0.1509	0.7464	0.1027
halfpounder	0.3323	0.1348	0.5329
