pop	clust1	clust2	clust3	clust4
halfpounder	0.1456	0.2165	0.2189	0.4190
halfpounder	0.1117	0.0907	0.3521	0.4455
halfpounder	0.3911	0.2168	0.2007	0.1914
halfpounder	0.1022	0.0520	0.6851	0.1607
halfpounder	0.2649	0.0904	0.1157	0.5290
halfpounder	0.2539	0.1023	0.1017	0.5421
halfpounder	0.2364	0.0950	0.3953	0.2733
halfpounder	0.1644	0.4881	0.1446	0.2029
halfpounder	0.2838	0.2289	0.1423	0.3450
halfpounder	0.3328	0.0564	0.2248	0.3860
halfpounder	0.1549	0.1609	0.5511	0.1332
halfpounder	0.0596	0.8593	0.0326	0.0486
halfpounder	0.2234	0.0790	0.1724	0.5253
halfpounder	0.1426	0.6199	0.0426	0.1949
halfpounder	0.2955	0.0520	0.3488	0.3038
halfpounder	0.1675	0.0934	0.5075	0.2316
halfpounder	0.5097	0.0541	0.1754	0.2607
halfpounder	0.5265	0.0795	0.1867	0.2074
halfpounder	0.3423	0.0950	0.2471	0.3156
halfpounder	0.2325	0.1600	0.0941	0.5134
halfpounder	0.2693	0.0391	0.2392	0.4524
halfpounder	0.0373	0.9041	0.0260	0.0326
halfpounder	0.1170	0.2553	0.1846	0.4431
halfpounder	0.3613	0.1237	0.3356	0.1794
halfpounder	0.3971	0.0233	0.0994	0.4802
halfpounder	0.4783	0.0771	0.2178	0.2268
halfpounder	0.1881	0.0853	0.2586	0.4680
halfpounder	0.2725	0.2060	0.1795	0.3419
halfpounder	0.2720	0.0656	0.1204	0.5420
halfpounder	0.1575	0.2615	0.4408	0.1403
halfpounder	0.3209	0.1348	0.2640	0.2804
halfpounder	0.1578	0.1785	0.4461	0.2175
halfpounder	0.2735	0.0872	0.2698	0.3696
halfpounder	0.5486	0.1817	0.1007	0.1689
halfpounder	0.2774	0.1096	0.1577	0.4554
halfpounder	0.2126	0.0426	0.5309	0.2139
halfpounder	0.3591	0.2657	0.2240	0.1511
halfpounder	0.1923	0.0587	0.1597	0.5893
halfpounder	0.6742	0.0593	0.1114	0.1551
halfpounder	0.3064	0.0720	0.3280	0.2936
halfpounder	0.2027	0.1604	0.2089	0.4280
halfpounder	0.6845	0.0686	0.0584	0.1885
halfpounder	0.4947	0.0511	0.1107	0.3435
halfpounder	0.1413	0.0804	0.6547	0.1236
halfpounder	0.1141	0.7400	0.0530	0.0928
halfpounder	0.1791	0.3021	0.2554	0.2635
halfpounder	0.2796	0.1803	0.1285	0.4116
halfpounder	0.3084	0.1646	0.1928	0.3342
halfpounder	0.2095	0.3072	0.2471	0.2361
halfpounder	0.5941	0.0394	0.0760	0.2905
halfpounder	0.0664	0.0838	0.7746	0.0752
halfpounder	0.2863	0.1466	0.1937	0.3734
halfpounder	0.3703	0.2365	0.0590	0.3343
halfpounder	0.3116	0.0700	0.2379	0.3806
halfpounder	0.0956	0.3210	0.4892	0.0943
halfpounder	0.1452	0.0983	0.6507	0.1059
halfpounder	0.2578	0.1654	0.3984	0.1784
halfpounder	0.5418	0.1520	0.0569	0.2493
halfpounder	0.3770	0.1346	0.3097	0.1788
halfpounder	0.2927	0.2930	0.1227	0.2917
halfpounder	0.1695	0.0538	0.4549	0.3217
halfpounder	0.2970	0.1774	0.1603	0.3654
halfpounder	0.0290	0.9037	0.0351	0.0321
halfpounder	0.5717	0.2035	0.1178	0.1070
halfpounder	0.0880	0.0346	0.8058	0.0716
halfpounder	0.3601	0.0431	0.1236	0.4731
halfpounder	0.1115	0.1000	0.6212	0.1673
halfpounder	0.1704	0.0854	0.4437	0.3005
halfpounder	0.3515	0.3862	0.0706	0.1917
halfpounder	0.0991	0.0437	0.7530	0.1042
halfpounder	0.0686	0.2314	0.5471	0.1529
halfpounder	0.2309	0.2101	0.1135	0.4456
halfpounder	0.0784	0.0873	0.7387	0.0956
halfpounder	0.1555	0.1423	0.2838	0.4184
halfpounder	0.2763	0.4239	0.0650	0.2347
halfpounder	0.1771	0.1118	0.0828	0.6282
halfpounder	0.4564	0.2445	0.0677	0.2314
halfpounder	0.1747	0.0883	0.3245	0.4125
halfpounder	0.4608	0.0404	0.0947	0.4041
halfpounder	0.3639	0.2221	0.1198	0.2941
halfpounder	0.5954	0.0641	0.1925	0.1480
halfpounder	0.3319	0.1966	0.1014	0.3701
halfpounder	0.1839	0.0429	0.5831	0.1901
halfpounder	0.5537	0.0707	0.0819	0.2937
halfpounder	0.4381	0.0462	0.2565	0.2592
halfpounder	0.0399	0.8003	0.0758	0.0840
halfpounder	0.3939	0.1947	0.1651	0.2463
halfpounder	0.1374	0.0811	0.4080	0.3735
halfpounder	0.2190	0.1453	0.3226	0.3130
halfpounder	0.2105	0.3904	0.0992	0.2999
halfpounder	0.2499	0.0637	0.0897	0.5967
halfpounder	0.2887	0.1001	0.1453	0.4659
halfpounder	0.1639	0.0594	0.6090	0.1677
halfpounder	0.4313	0.0270	0.1163	0.4254
halfpounder	0.6015	0.1261	0.0907	0.1817
halfpounder	0.7319	0.0446	0.0874	0.1361
halfpounder	0.5430	0.0767	0.0720	0.3083
halfpounder	0.1778	0.3293	0.2902	0.2028
halfpounder	0.2678	0.0446	0.5156	0.1720
halfpounder	0.4416	0.1706	0.1377	0.2501
halfpounder	0.0636	0.7686	0.0928	0.0750
halfpounder	0.2217	0.4541	0.1197	0.2045
halfpounder	0.3580	0.2890	0.1574	0.1956
halfpounder	0.2282	0.1977	0.1210	0.4531
halfpounder	0.5551	0.0469	0.1153	0.2828
halfpounder	0.3277	0.0769	0.1354	0.4600
halfpounder	0.2799	0.0392	0.2809	0.4001
halfpounder	0.0620	0.0730	0.7898	0.0753
halfpounder	0.2287	0.1024	0.3338	0.3351
halfpounder	0.1417	0.0387	0.5771	0.2424
halfpounder	0.3118	0.0868	0.1508	0.4505
halfpounder	0.2862	0.3114	0.0774	0.3250
halfpounder	0.1971	0.2024	0.1614	0.4390
halfpounder	0.1994	0.2399	0.1781	0.3826
halfpounder	0.4303	0.1543	0.1407	0.2747
halfpounder	0.0903	0.4349	0.3195	0.1553
halfpounder	0.1194	0.5468	0.2100	0.1237
halfpounder	0.2868	0.1050	0.0438	0.5644
halfpounder	0.2541	0.1204	0.2759	0.3496
halfpounder	0.2251	0.1086	0.3807	0.2856
halfpounder	0.0769	0.0449	0.7956	0.0827
halfpounder	0.3082	0.0633	0.3600	0.2685
halfpounder	0.1553	0.4066	0.2127	0.2254
halfpounder	0.1028	0.4749	0.3371	0.0851
halfpounder	0.3393	0.2859	0.1189	0.2559
halfpounder	0.1412	0.2341	0.2882	0.3365
halfpounder	0.2406	0.2424	0.1783	0.3387
halfpounder	0.0554	0.0397	0.8317	0.0731
halfpounder	0.2287	0.0404	0.6169	0.1140
halfpounder	0.2602	0.2300	0.1111	0.3987
halfpounder	0.1386	0.0724	0.2330	0.5561
halfpounder	0.3532	0.0812	0.2036	0.3621
halfpounder	0.2086	0.0304	0.2632	0.4978
halfpounder	0.3491	0.2261	0.0830	0.3418
halfpounder	0.5607	0.0861	0.0640	0.2892
halfpounder	0.1881	0.0786	0.4651	0.2681
halfpounder	0.1059	0.4730	0.2543	0.1669
halfpounder	0.2280	0.3822	0.1363	0.2535
halfpounder	0.0649	0.5316	0.3069	0.0967
halfpounder	0.3976	0.1080	0.1826	0.3118
halfpounder	0.1008	0.1879	0.6350	0.0763
halfpounder	0.1192	0.1231	0.6297	0.1279
halfpounder	0.4538	0.1733	0.1136	0.2593
halfpounder	0.0914	0.2707	0.5237	0.1141
halfpounder	0.2350	0.1145	0.0868	0.5636
halfpounder	0.1570	0.2904	0.1771	0.3755
halfpounder	0.3993	0.0564	0.1362	0.4081
halfpounder	0.1020	0.1176	0.6299	0.1505
halfpounder	0.5301	0.1494	0.0844	0.2361
halfpounder	0.1816	0.0959	0.1022	0.6203
halfpounder	0.1506	0.5147	0.1059	0.2288
halfpounder	0.1084	0.0914	0.6744	0.1257
halfpounder	0.3156	0.0493	0.1943	0.4408
halfpounder	0.4807	0.0407	0.2025	0.2761
halfpounder	0.2443	0.1186	0.1754	0.4618
halfpounder	0.1184	0.0804	0.7180	0.0831
halfpounder	0.0676	0.0754	0.7608	0.0962
halfpounder	0.1014	0.0769	0.7436	0.0781
halfpounder	0.1153	0.5282	0.1304	0.2261
halfpounder	0.6207	0.0716	0.0914	0.2163
halfpounder	0.4281	0.1503	0.0634	0.3582
halfpounder	0.1396	0.2322	0.4999	0.1283
halfpounder	0.2785	0.4654	0.0767	0.1794
halfpounder	0.6634	0.0530	0.0798	0.2038
halfpounder	0.1728	0.2362	0.3693	0.2217
halfpounder	0.1171	0.7224	0.0694	0.0910
halfpounder	0.1429	0.2574	0.3337	0.2660
halfpounder	0.1018	0.0516	0.7746	0.0720
halfpounder	0.3920	0.0454	0.0721	0.4904
halfpounder	0.2966	0.0640	0.2456	0.3939
halfpounder	0.2507	0.1171	0.1304	0.5018
halfpounder	0.1092	0.2460	0.4634	0.1815
halfpounder	0.2239	0.3657	0.2130	0.1974
halfpounder	0.3746	0.2981	0.1389	0.1884
halfpounder	0.6250	0.0387	0.1165	0.2198
halfpounder	0.1296	0.2186	0.3448	0.3071
halfpounder	0.2607	0.0651	0.0948	0.5793
halfpounder	0.4184	0.0683	0.0881	0.4251
halfpounder	0.3816	0.0586	0.2186	0.3412
halfpounder	0.1710	0.0531	0.5085	0.2674
halfpounder	0.1376	0.4164	0.1308	0.3152
halfpounder	0.0843	0.7877	0.0467	0.0813
halfpounder	0.1635	0.2324	0.1451	0.4590
halfpounder	0.1521	0.1470	0.4941	0.2067
halfpounder	0.4241	0.1555	0.1353	0.2852
halfpounder	0.1796	0.2175	0.0604	0.5425
halfpounder	0.1191	0.0370	0.7054	0.1384
halfpounder	0.2404	0.0387	0.1551	0.5657
halfpounder	0.2226	0.0593	0.3961	0.3219
halfpounder	0.0742	0.0382	0.8125	0.0752
halfpounder	0.1286	0.2790	0.4006	0.1918
halfpounder	0.2540	0.1646	0.2175	0.3639
halfpounder	0.4981	0.1360	0.1125	0.2534
halfpounder	0.2183	0.2710	0.3088	0.2019
halfpounder	0.3079	0.3536	0.1459	0.1926
halfpounder	0.4062	0.0250	0.1415	0.4273
halfpounder	0.1093	0.0349	0.7560	0.0998
halfpounder	0.2223	0.3290	0.2613	0.1874
winter	0.1098	0.0898	0.6700	0.1303
halfpounder	0.3010	0.1164	0.2301	0.3525
winter	0.2930	0.0411	0.1222	0.5436
winter	0.6412	0.0244	0.0516	0.2828
winter	0.5443	0.1530	0.0757	0.2271
halfpounder	0.3276	0.0602	0.4641	0.1482
winter	0.0681	0.0543	0.6351	0.2425
summer	0.2894	0.1880	0.3154	0.2073
halfpounder	0.2171	0.0849	0.3186	0.3794
summer	0.4202	0.2095	0.2089	0.1614
summer	0.2806	0.0668	0.5404	0.1122
summer	0.2704	0.0793	0.5129	0.1374
summer	0.1807	0.1279	0.5533	0.1381
summer	0.1695	0.0743	0.5932	0.1631
winter	0.2169	0.1403	0.0954	0.5474
halfpounder	0.0547	0.0791	0.7466	0.1196
winter	0.1781	0.0794	0.2517	0.4907
winter	0.1128	0.0461	0.4846	0.3564
winter	0.2613	0.0623	0.4874	0.1890
winter	0.1374	0.1619	0.5118	0.1889
halfpounder	0.0893	0.6671	0.1645	0.0792
winter	0.1929	0.0743	0.2045	0.5284
summer	0.1303	0.2293	0.3801	0.2603
summer	0.0587	0.0309	0.8486	0.0618
summer	0.3300	0.0494	0.2787	0.3419
summer	0.3750	0.1823	0.1880	0.2547
summer	0.3064	0.1944	0.2784	0.2207
summer	0.4859	0.0679	0.1254	0.3209
winter	0.1103	0.0376	0.6328	0.2194
winter	0.2527	0.0860	0.3291	0.3321
winter	0.1765	0.0324	0.6043	0.1868
winter	0.3094	0.0711	0.4990	0.1204
winter	0.3779	0.1460	0.2762	0.1999
halfpounder	0.2187	0.3194	0.2065	0.2554
winter	0.1543	0.1718	0.4898	0.1841
summer	0.3443	0.1511	0.1587	0.3459
halfpounder	0.0684	0.1134	0.7137	0.1044
summer	0.1493	0.0457	0.5254	0.2796
summer	0.0761	0.2043	0.6346	0.0850
summer	0.3633	0.0559	0.3060	0.2748
summer	0.2512	0.0682	0.4869	0.1937
winter	0.3898	0.1592	0.1427	0.3083
winter	0.3917	0.0482	0.1478	0.4124
winter	0.4191	0.1374	0.1331	0.3103
winter	0.6575	0.0699	0.0580	0.2146
halfpounder	0.1603	0.2923	0.2809	0.2665
winter	0.1098	0.1320	0.3140	0.4442
halfpounder	0.3869	0.1665	0.2037	0.2428
summer	0.2429	0.0609	0.2390	0.4573
summer	0.6666	0.0239	0.0612	0.2484
summer	0.2821	0.1376	0.3527	0.2276
summer	0.1923	0.1299	0.4809	0.1970
summer	0.1592	0.0650	0.6121	0.1637
winter	0.3590	0.1469	0.2626	0.2316
halfpounder	0.0982	0.1706	0.5744	0.1569
winter	0.3277	0.0628	0.4184	0.1911
winter	0.4135	0.0583	0.3441	0.1841
winter	0.1780	0.0561	0.1062	0.6597
winter	0.3319	0.1120	0.3037	0.2524
halfpounder	0.2796	0.0795	0.3656	0.2752
winter	0.2023	0.1213	0.2747	0.4017
halfpounder	0.0561	0.8246	0.0530	0.0663
summer	0.1011	0.0363	0.7383	0.1243
halfpounder	0.0843	0.7293	0.0817	0.1047
summer	0.4101	0.0773	0.0761	0.4364
summer	0.2464	0.1357	0.1486	0.4694
summer	0.0864	0.1065	0.7266	0.0805
summer	0.0808	0.0409	0.8098	0.0686
winter	0.1841	0.2459	0.3176	0.2524
halfpounder	0.0829	0.0612	0.6324	0.2236
winter	0.2205	0.0506	0.0983	0.6306
winter	0.0555	0.0500	0.8264	0.0682
winter	0.3463	0.0569	0.1071	0.4897
winter	0.2908	0.1464	0.3241	0.2387
halfpounder	0.2565	0.2492	0.0740	0.4202
halfpounder	0.2656	0.1016	0.4525	0.1803
summer	0.0570	0.0571	0.8376	0.0483
summer	0.0824	0.0417	0.7783	0.0976
summer	0.5552	0.0290	0.1829	0.2330
summer	0.0689	0.0390	0.8456	0.0466
summer	0.2953	0.0499	0.4467	0.2081
halfpounder	0.0973	0.0500	0.0836	0.7691
winter	0.5128	0.0476	0.1985	0.2412
winter	0.0937	0.0419	0.6429	0.2215
winter	0.2474	0.0855	0.3563	0.3108
winter	0.3703	0.1406	0.2916	0.1975
summer	0.2746	0.1553	0.2030	0.3671
summer	0.2433	0.0766	0.5196	0.1605
summer	0.6331	0.0496	0.1741	0.1432
summer	0.1179	0.0560	0.7257	0.1004
summer	0.5631	0.0434	0.1629	0.2306
halfpounder	0.0843	0.3598	0.3668	0.1891
winter	0.5994	0.0454	0.0823	0.2728
winter	0.2304	0.0645	0.1166	0.5886
winter	0.4855	0.0944	0.1160	0.3042
halfpounder	0.0958	0.4341	0.3385	0.1315
halfpounder	0.5443	0.1085	0.1500	0.1972
summer	0.2848	0.1012	0.3155	0.2984
summer	0.0968	0.1344	0.6739	0.0950
summer	0.7453	0.0246	0.1080	0.1221
summer	0.3125	0.0609	0.1533	0.4733
summer	0.1808	0.0567	0.5135	0.2490
halfpounder	0.2255	0.5065	0.0964	0.1715
halfpounder	0.1108	0.5828	0.1371	0.1692
halfpounder	0.2176	0.1606	0.2601	0.3617
halfpounder	0.0581	0.7983	0.0606	0.0830
halfpounder	0.4620	0.0989	0.0807	0.3584
halfpounder	0.1155	0.0637	0.6677	0.1531
halfpounder	0.2517	0.0364	0.4800	0.2319
halfpounder	0.5648	0.1254	0.1086	0.2013
halfpounder	0.0409	0.8684	0.0476	0.0432
halfpounder	0.0950	0.7018	0.1167	0.0866
halfpounder	0.0484	0.8080	0.0752	0.0684
halfpounder	0.1753	0.0819	0.5764	0.1665
halfpounder	0.1495	0.1113	0.5091	0.2301
halfpounder	0.4953	0.0636	0.0972	0.3439
halfpounder	0.4749	0.1939	0.0926	0.2386
halfpounder	0.2042	0.4681	0.1745	0.1533
halfpounder	0.1697	0.3789	0.1050	0.3465
halfpounder	0.5218	0.1210	0.1015	0.2556
halfpounder	0.0871	0.3984	0.3301	0.1844
halfpounder	0.0643	0.0220	0.8417	0.0720
halfpounder	0.0588	0.8406	0.0496	0.0510
halfpounder	0.1202	0.0882	0.4981	0.2935
halfpounder	0.0827	0.0437	0.0679	0.8057
halfpounder	0.0799	0.1014	0.7031	0.1156
halfpounder	0.0600	0.0677	0.8042	0.0681
halfpounder	0.2277	0.1274	0.2533	0.3916
halfpounder	0.0689	0.0991	0.7493	0.0827
halfpounder	0.1001	0.1863	0.4951	0.2184
halfpounder	0.3434	0.0339	0.4425	0.1803
halfpounder	0.1878	0.0457	0.5126	0.2539
halfpounder	0.1463	0.0707	0.6351	0.1479
halfpounder	0.1021	0.7544	0.0698	0.0737
halfpounder	0.7019	0.0664	0.0753	0.1564
halfpounder	0.4085	0.0761	0.1801	0.3353
halfpounder	0.0851	0.0437	0.7424	0.1288
halfpounder	0.1497	0.1949	0.2022	0.4532
halfpounder	0.0750	0.2369	0.5564	0.1317
halfpounder	0.1127	0.5651	0.1627	0.1594
halfpounder	0.1365	0.0637	0.4038	0.3960
halfpounder	0.2436	0.1144	0.3250	0.3170
halfpounder	0.2094	0.0524	0.2065	0.5317
halfpounder	0.6369	0.0898	0.1297	0.1436
halfpounder	0.1396	0.2427	0.3540	0.2637
halfpounder	0.0402	0.8932	0.0307	0.0359
halfpounder	0.1830	0.0503	0.1016	0.6652
halfpounder	0.2600	0.0826	0.5122	0.1452
halfpounder	0.2921	0.2157	0.2551	0.2371
halfpounder	0.0611	0.8276	0.0566	0.0547
halfpounder	0.2199	0.2873	0.1547	0.3381
halfpounder	0.6048	0.0973	0.1158	0.1821
halfpounder	0.0663	0.0986	0.7268	0.1083
halfpounder	0.2366	0.5659	0.0666	0.1309
halfpounder	0.0667	0.1730	0.6951	0.0652
halfpounder	0.0676	0.7980	0.0570	0.0774
halfpounder	0.1749	0.0617	0.5997	0.1636
halfpounder	0.1186	0.0423	0.7355	0.1036
halfpounder	0.2814	0.0469	0.4633	0.2084
halfpounder	0.0805	0.1356	0.6060	0.1779
halfpounder	0.1180	0.1060	0.5015	0.2745
halfpounder	0.0658	0.4901	0.1658	0.2783
halfpounder	0.0814	0.7874	0.0541	0.0770
halfpounder	0.1491	0.4620	0.0724	0.3165
halfpounder	0.0630	0.8072	0.0704	0.0593
halfpounder	0.0660	0.8127	0.0673	0.0540
halfpounder	0.1699	0.1036	0.4873	0.2393
halfpounder	0.1054	0.7282	0.0853	0.0810
halfpounder	0.0596	0.8147	0.0732	0.0526
halfpounder	0.4163	0.1194	0.1127	0.3517
halfpounder	0.2539	0.3793	0.1921	0.1747
halfpounder	0.2368	0.1935	0.0693	0.5005
halfpounder	0.0781	0.7928	0.0694	0.0597
halfpounder	0.1144	0.3666	0.3642	0.1547
halfpounder	0.3227	0.2206	0.1149	0.3419
halfpounder	0.1066	0.7778	0.0544	0.0612
halfpounder	0.3630	0.2612	0.1851	0.1907
halfpounder	0.1826	0.4243	0.1376	0.2556
halfpounder	0.1565	0.6145	0.0765	0.1524
halfpounder	0.2184	0.0304	0.4981	0.2531
halfpounder	0.0974	0.7236	0.0623	0.1168
halfpounder	0.3153	0.1101	0.1983	0.3763
halfpounder	0.5049	0.0670	0.1365	0.2917
halfpounder	0.1501	0.2790	0.4663	0.1046
halfpounder	0.1260	0.0447	0.7078	0.1215
halfpounder	0.0913	0.7665	0.0646	0.0776
halfpounder	0.2041	0.0763	0.5179	0.2017
halfpounder	0.4068	0.0637	0.3932	0.1363
halfpounder	0.1805	0.1688	0.5109	0.1398
halfpounder	0.1727	0.4723	0.1811	0.1739
halfpounder	0.1242	0.5600	0.0700	0.2458
halfpounder	0.1114	0.4784	0.2068	0.2034
halfpounder	0.2948	0.1530	0.2165	0.3357
halfpounder	0.2691	0.0456	0.1841	0.5011
halfpounder	0.3265	0.0793	0.1237	0.4705
halfpounder	0.1304	0.4874	0.0808	0.3014
halfpounder	0.0434	0.8701	0.0401	0.0463
halfpounder	0.0393	0.8781	0.0446	0.0380
halfpounder	0.1233	0.3818	0.3258	0.1691
halfpounder	0.3753	0.0930	0.1003	0.4314
halfpounder	0.3181	0.2081	0.1109	0.3629
halfpounder	0.6432	0.0889	0.0532	0.2147
halfpounder	0.0587	0.8291	0.0426	0.0696
halfpounder	0.4171	0.0744	0.2655	0.2429
halfpounder	0.0909	0.0800	0.7054	0.1236
halfpounder	0.1816	0.0690	0.3943	0.3551
halfpounder	0.3083	0.3941	0.1181	0.1794
halfpounder	0.1199	0.4755	0.0672	0.3375
halfpounder	0.2588	0.2321	0.2255	0.2835
halfpounder	0.2497	0.1289	0.4030	0.2184
halfpounder	0.2480	0.2926	0.1068	0.3527
halfpounder	0.5164	0.0450	0.2294	0.2093
halfpounder	0.3856	0.0872	0.1717	0.3555
halfpounder	0.0991	0.5420	0.1526	0.2063
halfpounder	0.0294	0.9203	0.0229	0.0274
halfpounder	0.0501	0.8331	0.0597	0.0570
halfpounder	0.3463	0.2339	0.0644	0.3554
halfpounder	0.0619	0.8300	0.0506	0.0576
halfpounder	0.0879	0.6262	0.0542	0.2318
halfpounder	0.5191	0.1279	0.2050	0.1480
halfpounder	0.1203	0.2583	0.0652	0.5562
halfpounder	0.2082	0.0780	0.2060	0.5078
halfpounder	0.3018	0.0794	0.3454	0.2734
halfpounder	0.3869	0.0833	0.3569	0.1730
halfpounder	0.0484	0.8627	0.0397	0.0491
halfpounder	0.1298	0.1389	0.5072	0.2241
halfpounder	0.3373	0.0933	0.1421	0.4273
halfpounder	0.0346	0.8910	0.0270	0.0474
halfpounder	0.1857	0.0897	0.0918	0.6328
halfpounder	0.4557	0.2847	0.1196	0.1400
halfpounder	0.3314	0.2130	0.2931	0.1624
halfpounder	0.1444	0.6133	0.0676	0.1747
halfpounder	0.4532	0.2562	0.0847	0.2059
halfpounder	0.0380	0.8746	0.0494	0.0380
halfpounder	0.3654	0.2177	0.2297	0.1873
halfpounder	0.0909	0.7497	0.0531	0.1063
halfpounder	0.2756	0.0652	0.3952	0.2640
